line_number,text,speaker_id,language,gender
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0011,Hin,m
3,यह सामान्य से छह डिग्री कम है।,0011,Hin,m
4,आपका व्यवहार थोड़ा कंजूसी वाला होगा पर कुछ परिस्थितियों में आप उदार भी होंगे।,0011,Hin,m
5,लोगों का मानना है कि भगवान कृष्ण यहां आने वालों की सभी मुरादें पूरी करते हैं।,0011,Hin,m
6,जिससे आपके रिश्ते में भी मजबूती आएगी।,0011,Hin,m
7,गौरतलब है कि विकास ने किसी भी कानूनी कार्रवाई का सामना नहीं किया क्योंकि पीड़ित ने मामले को अदालत में आगे ले जाने से इनकार कर दिया था।,0011,Hin,m
8,अपने मृत परिजनों को देख सभी के मन में हर्ष छा गया।,0011,Hin,m
9,बर्ड फ्लू वाले क्षेत्र में नॉनवेज ना खाएं,0011,Hin,m
10,पोकरण में वायुसेना का सबसे बड़ा युद्धाभ्यास 'ऑपरेशन वायुशक्ति' चल रहा,0011,Hin,m
11,गुर्जरों ने हाईवे पर ही जयंती मनाने का ऐलान किया है।,0011,Hin,m
12,इन सभी के साथ पांडवों की माता कुंती भी वन में चली गईं।,0011,Hin,m
13,ऐसे ही एक मामले में भास्कर और सीएमएचओ प्रथम की टीम ने मंगलवार को एक ऐसी फैक्ट्री पर छापा मारा जहां दाल को चमकाने के लिए सोप स्टोन (घीया पत्थर) काम में लिया जा रहा था।,0011,Hin,m
14,"क्योंकि वे ही बारदाना (कंपनी के नाम से रैपर, कार्टून और कच्चा सामान) उपलब्ध कराते हैं।",0011,Hin,m
15,"जलमंच पर अधिकतम सत्तर  लोगों का प्रवेश दिए जाने की बात कही गई है, जिसमें अधिकारियों सहित सुरक्षाकर्मी शामिल हैं।",0011,Hin,m
16,ध्रवीय समुद्र का तापमान बढ़ने से इनकी मात्रा गहराई तक बढ़ सकती है।,0011,Hin,m
17,"गृह मंत्री राजनाथ सिंह ने लोकसभा में कहा था कि यह विधेयक केवल असम तक ही सीमित नहीं रहेगा, बल्कि यह पूरे देश में प्रभावी रहेगा।",0011,Hin,m
18,"मौसम वैज्ञानिकों ने पच्चीस से  पचास  फीसदी केंद्रों पर ओले गिरने की भविष्यवाणी के साथ ये भी कहा है कि अभी तक के मौसमी सिस्टम और मॉडल आकलन से ये कह सकते हैं कि जिस तरह सात  फरवरी को ओले गिरे थे, उतने नहीं गिरेंगे।",0011,Hin,m
19,पशुपालन विभाग ने पूरे राज्य में अलर्ट जारी किया है।,0011,Hin,m
20,लेकिन कोर्ट के आदेश की प्रति शाम को मिलने के कारण मामला आगे नहीं बढ़ सका।,0011,Hin,m
21,"प्रोफेसर स्टेफनी के मुताबिक, जलवायु परिवर्तन के कारण समुद्र में मौजूद छोटी शैवालों को कार्बन डाई ऑक्साइड अवशोषित करना मुश्किल हो रहा है।",0011,Hin,m
22,इसमें भी कोई कैंसलेशन चार्ज नहीं लगेगा।,0011,Hin,m
23,एक गांव  में एक लड़का रहता था |   उसके घर की आर्थिक स्थिति ठीक नहीं थी |,0011,Hin,m
24,उसके मन में विचार आया किसी बड़े शहर में जाकर नौकरी करे |,0011,Hin,m
25,वह कलकत्ता गया और नौकरी ढूंढने लगा  |,0011,Hin,m
26,बहुत खोज के बाद उसे एक सेठ के घर नौकरी मिल गयी |,0011,Hin,m
27,नौकरी छेह अने रोज़ की थी |  काम था सेठ को रोज़ चार घंटे अख़बार और किताब पढ़कर सुनाना  |,0011,Hin,m
28,लड़के को नौकरी की ज़रूरत थी तो उसने वह नौकरी स्वीकार कर ली |,0011,Hin,m
29,एक दिन की बात है लड़के को दुकान के कोने में 	सौ  के आठ नोट पड़े मिले |,0011,Hin,m
30,उसने चुपचाप उन्हें अख़बार और किताबो से ढक दिया |,0011,Hin,m
31,दूसरे दिन रुपयों की खोजबीन हुई |  लड़का सुबह जब दुकान पर आया तो उससे पूछा गया |,0011,Hin,m
32,लड़के ने तुरंत ही प्रसनन्ता से रूपये निकालकर ग्राहक को दे दिए |,0011,Hin,m
33,वह बहुत ही खुश हुआ |  लड़के के ईमानदारी से सबको बहुत प्रसनन्ता हुई |,0011,Hin,m
34,सेठ भी लड़के से बहुत खुश हुआ |  सेठ ने लड़के को पुरस्कार देना चाहा  तो लड़के ने लेने  से मना कर दिया |,0011,Hin,m
35,लड़के ने कहा सेठ जी में आगे पढ़ना चाहता  हु |  पर पैसो के आभाव ने पढ़ नहीं पा रहा |,0011,Hin,m
36,आप कुछ सहयता कर दें | सेठ ने लड़के की पढ़ाई का प्रवन्ध कर दिया |,0011,Hin,m
37,लड़का बहुत मेहनत से पढता गया |,0011,Hin,m
38,यही लड़का आगे चलकर बहुत बढ़ा सहित्यकार बना |,0011,Hin,m
39,इसका नाम था – राम नरेश त्रिपाठी . हिंदी साहित्य में इनका बहुत बढ़ा योगदान है |,0011,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0012,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0012,Hin,m
3,आधिकारिक सूत्रों ने कहा कि पुरानी दिल्ली के विभिन्न कारोबारी क्षेत्रों में कुछ हफ्तों के दौरान छापे मारे गए थे।,0012,Hin,m
4,कांग्रेस चाहती थी कि बिल को सिलेक्ट कमेटी के पास भेजा जाए।,0012,Hin,m
5,कई अटेंडेंट्स शीट में रोल नंबर भी सीरियल में नहीं था।,0012,Hin,m
6,प्रदेश में नकली और मिलावटी खाद्य पदार्थ घर-घर पहुंच रहे हैं।,0012,Hin,m
7,"बेंगलुरु के बाद अब इसी महीने पुणे, सिकंदराबाद, चंडीगढ़ और आनंद विहार स्टेशनों को निजी हाथों में सौंपेगा रेलवे",0012,Hin,m
8,जब जरा करीब पहुंचा तो देखकर भगवान से इसकी माफी मांगने लगा।,0012,Hin,m
9,सीरीज जीतकर घर लौटते तो अच्छा होता,0012,Hin,m
10,यहां सिर्फ एक मजदूर माैजूद था।,0012,Hin,m
11,अगले दिन धृतराष्ट्र के आश्रम में महर्षि वेदव्यास आए।,0012,Hin,m
12,इससे ठंड महसूस होगी।,0012,Hin,m
13,तकनीकी खराबी के कारण लड़ाकू विमान में आग लग गई।,0012,Hin,m
14,ना ही हाथ हवा में उठाता।,0012,Hin,m
15,इलाहाबाद के दारागंज इलाके में स्थित इस मंदिर का निर्माण हाई कोर्ट के वकील जेआर भट्ट ने एक  हज़ार इकसठ में करवाया था।,0012,Hin,m
16,जबकि रीट- दो  हज़ार सत्रह  में परिणाम पैंतीस  फीसदी रहा।,0012,Hin,m
17,"पश्चिमी सीमा से गुजरात, राजस्थान, दिल्ली, मध्य प्रदेश और अन्य राज्यों में आने वाले पीड़ित प्रवासियों को इससे राहत मिलेगी।",0012,Hin,m
18,इस मूर्ति को तीरों की शय्या पर लेटा हुआ दर्शाया गया है।,0012,Hin,m
19,अगर यूजर ने रद्द हुईं ट्रेनों में से किसी भी रेलगाड़ी का टिकट ऑनलाइन बुक कराया है तो उन्हें परेशान नहीं होना पड़ेगा।,0012,Hin,m
20,"इतना ही नहीं, बदमाशों ने कर्मचारियों को डराने के लिए दफ्तर के कांच फोड़ दिए और फायरिंग की।",0012,Hin,m
21,इसलिए भर्ती लिखित परीक्षा या स्केलिंग के जरिए हो और अंकों का नार्मेलाइजेशन किया जाए।,0012,Hin,m
22,बारिश और बादलों की वजह से यह सामान्य से दो डिग्री कम है।,0012,Hin,m
23,एक समय की बात है|  एक जंगल में एक शेर रहना था |,0012,Hin,m
24,वह उस जंगल का राजा था |  बाकि सभी जानवर उससे डरते थे |,0012,Hin,m
25,शेर को भी लगता वो बहुत महान है उसके जैसा पुरे जंगल में कोई दुसरा है ही नहीं |,0012,Hin,m
26,"वह वीर है , उसे किसी की मदद की ज़रूरत नहीं पड़ती बल्कि किसी की कोई समस्या होती तो वह शेर के पास ही लेकर आता |",0012,Hin,m
27,शेर का घमंड दिन प्रति दिन बढ़ने लगा |  अब तो वह पुरे जंगल में अपनी मन मानी करने लगा |,0012,Hin,m
28,जिसे चाहता मार देता |  शेर अपने आगे किसी को कुछ नहीं समझता था|,0012,Hin,m
29,सभी जंगल के प्राणी उसकी इस मन मानी से तंग आ गए थे |,0012,Hin,m
30,पर वह बेचारे कर भी क्या सकते थे वास्तव में शेर से सभी डरते थे |,0012,Hin,m
31,कोई भी उसका सामान ताकत से नहीं कर सकता था | एक दिन एक चूहा कही जा रहा था शेर ने उसे देखा और उसे पकड़ लिया |,0012,Hin,m
32,चूहे ने बहुत बिनती करि आप तो इस जंगल के राजा है आप महान है मुझ ज़रा से चूहे को खाकर तो आपका पेट भी नहीं भरेगा |,0012,Hin,m
33,आप मुझे छोड़ दे |  शेर नहीं माना | तब चूहे ने शेर से कहा समय आने पर में आपकी ज़रूर मदद करूँगा कृपा मुझे छोड़ दे|,0012,Hin,m
34,शेर बहुत तेज़ हँसा तू ज़रा सा चूहा जंगल के राजा की मदद करेगा |,0012,Hin,m
35,मुझे कभी किसी की मदद की ज़रूरत है पड़ती | पर जब चूहे ने बहुत बिनती करि तो कुछ सोचकर शेर ने चूहे को छोड़ दिया |,0012,Hin,m
36,पर एक दिन की बात है शिकारियों का एक दाल उस जंगल में आ गया और उन शिकारियों में जंगल के जानवरो का शिकार करना शुरू कर दिया |,0012,Hin,m
37,एक दिन एक शिकारी ने जंगल के राजा यानि उसी शेर को आपने जाल में फसा लिया |,0012,Hin,m
38,अब तो शेर बहुत परेशां हो गया कैसे इस जाल से निकला जाये |  जब बहुत कोशिश करने के बाद भी वह उस जाल से नहीं निकल पाया तो चुप चाप बैठ गया |,0012,Hin,m
39,जंगल का कोई भी जानवर अपने राजा की मदद के लिए नहीं आया |  तभी उस चूहे को पता चला की शेर को शिकारियों ने पकड़ लिया है |,0012,Hin,m
40,वह तुरंत गया और अपने नुकीले दांतो से जाल को काट दिया |  और शेर को आज़ाद कर दिया |,0012,Hin,m
41,शेर को अपनी गलती का एहसास हुआ की कोई कितना भी ताकतवर क्यों न हो हर किसी में अपनी अपनी विशेसताये होती है |,0012,Hin,m
42,"सबका सम्मान करना चाहिए , कभी भी घमंड में आकर ऐसे वचन नहीं बोलने चाहिए जो दुसरो को दुःख दे |",0012,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0013,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0013,Hin,m
3,शोधकर्ताओं का कहना है कि हर बीस  हजार साल में सहारा मरुस्थल और उत्तरी अफ्रीका बारी-बारी से पानीदार और सूखे रहे हैं।,0013,Hin,m
4,"इसका वर्णन रामायण, महाभारत आदि अनेक धर्म ग्रंथों में भी मिलता है।",0013,Hin,m
5,पाँच  महीने पहले भी क्रैश हुआ था मिग-सत्ताईस,0013,Hin,m
6,मार्शल एक प्रकार के निजी गार्ड होंगे।,0013,Hin,m
7,असल में न्यूनतम बिक्री की लिमिट घटाने से उद्योगों और आम उपभोक्ताआें के बीच से ब्रोकर हट जाएंगे।,0013,Hin,m
8,झारखंड में बर्ड फ्लू ने दस्तक दी है।,0013,Hin,m
9,सारी रात अपने मृत परिजनों के साथ बिता कर सभी के मन में संतोष हुआ।,0013,Hin,m
10,राजधानी रायपुर में शनिवार को दोपहर बाद मौसम खुलने की संभावना है।,0013,Hin,m
11,मुख्यमंत्री ने मंगलवार को भी अधिकारियों से चर्चा करेंगे।,0013,Hin,m
12,कहीं कोई दिक्कत नहीं है।,0013,Hin,m
13,कठोर निर्णय लेने का समय है।,0013,Hin,m
14,"अगर तुम दूसरों के अपराध को माफ करोगे, तो प्रभु तुम्‍हारे गुनाह माफ करेंगे।",0013,Hin,m
15,एक बार भगवान शंकर लोक कल्याण के लिए तपस्या करने मैकाले पर्वत पहुंचे।,0013,Hin,m
16,स्काई मेट वेबसाइट के मौसम वैज्ञानिक महेश पलावत ने बताया कि इससे निचले स्तर पर बादल बनने के बाद ओले गिरने की संभावना रहती है।,0013,Hin,m
17,आसपास किसी पक्षी की मौत होती है तो इसकी सूचना संबंधित विभाग को दें।,0013,Hin,m
18,उन्होंने कहा था कि भर्ती में नॉर्मलाइजेशन करने की जरूरत नहीं है।,0013,Hin,m
19,"उड़ान के थोड़ी देर बाद ही कंट्रोल रूम से टूटा संपर्क, पोकरण रेंज इलाके में क्रैश हुआ",0013,Hin,m
20,बॉलर तो दिन भर भागते ही रह जाते।,0013,Hin,m
21,ना तो कोई बाउंड्री का इशारा करता  ।,0013,Hin,m
22,तीसरे टी-ट्वेंटी   में न्यूजीलैंड के हाथों चार रन से मैच हारने के बावजूद भारतीय कप्तान रोहित शर्मा ने अपने खिलाड़ियों की तारीफ की है।,0013,Hin,m
23,एक बार की बात है एक राजा था|  उसका एक बड़ा-सा राज्य था|,0013,Hin,m
24,एक दिन उसे देश घूमने का विचार आया और उसने देश भ्रमण की योजना बनाई और घूमने निकल पड़ा|,0013,Hin,m
25,जब वह यात्रा से लौट कर अपने महल आया|  उसने अपने मंत्रियों से पैरों में दर्द होने की शिकायत की|,0013,Hin,m
26,राजा का कहना था कि मार्ग में जो कंकड़ पत्थर थे वे मेरे पैरों में चुभ गए और इसके लिए कुछ इंतजाम करना चाहिए|,0013,Hin,m
27,कुछ देर विचार करने के बाद उसने अपने सैनिकों व मंत्रियों को आदेश दिया कि देश की संपूर्ण सड़कें चमड़े से ढंक दी जाएं|,0013,Hin,m
28,राजा का ऐसा आदेश सुनकर सब सकते में आ गए|,0013,Hin,m
29,लेकिन किसी ने भी मना करने की हिम्मत नहीं दिखाई|,0013,Hin,m
30,यह तो निश्चित ही था कि इस काम के लिए बहुत सारे रुपए की जरूरत थी|,0013,Hin,m
31,लेकिन फिर भी किसी ने कुछ नहीं कहा| कुछ देर बाद राजा के एक बुद्घिमान मंत्री ने एक युक्ति निकाली|,0013,Hin,m
32,उसने राजा के पास जाकर डरते हुए कहा कि मैं आपको एक सुझाव देना चाहता हूँ|,0013,Hin,m
33,अगर आप इतने रुपयों को अनावश्यक रूप से बर्बाद न करना चाहें तो एक अच्छी तरकीब मेरे पास है|,0013,Hin,m
34,जिससे आपका काम भी हो जाएगा और अनावश्यक रुपयों की बर्बादी भी बच जाएगी|,0013,Hin,m
35,राजा आश्चर्यचकित था क्योंकि पहली बार किसी ने उसकी आज्ञा न मानने की बात कही थी|,0013,Hin,m
36,उसने कहा बताओ क्या सुझाव है|,0013,Hin,m
37,मंत्री ने कहा कि पूरे देश की सड़कों को चमड़े से ढंकने के बजाय आप चमड़े के एक टुकड़े का उपयोग कर अपने पैरों को ही क्यों नहीं ढंक लेते|,0013,Hin,m
38,राजा ने अचरज की दृष्टि से मंत्री को देखा और उसके सुझाव को मानते हुए अपने लिए जूता बनवाने का आदेश दे दिया|,0013,Hin,m
39,यह कहानी हमें एक महत्वपूर्ण पाठ सिखाती है कि हमेशा ऐसे हल के बारे में सोचना चाहिए जो ज्यादा उपयोगी हो|,0013,Hin,m
40,जल्दबाजी में अप्रायोगिक हल सोचना बुद्धिमानी नहीं है|,0013,Hin,m
41,दूसरों के साथ बातचीत से भी अच्छे हल निकाले जा सकते हैं|,0013,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0014,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0014,Hin,m
3,बताते चलें कि पन्द्रह  मिनट बच्चों को प्रश्न पत्र पढ़ने के लिए अतिरिक्त समय दिया जाता है।,0014,Hin,m
4,घटना जोधुपर से करीब बीस किलोमीटर दूर जालेली फौजदरा गांव के पास हुई थी।,0014,Hin,m
5,इसके लिए छात्र-छात्राओं ने एक्जाम के इस पैटर्न के हिसाब से तैयारियां शुरू कर दी हैं।,0014,Hin,m
6,"उसे लगा कि यह किसी मृग की आंख है और बस उस ओर तीर छोड़ दिया, जो सीधे कृष्ण के बाएं पैर में जा धंसा।",0014,Hin,m
7,शिक्षा विभाग के पास छब्बीस  हजार शिक्षकों के नियुक्ति आदेश को लेकर हाईकोर्ट के निर्णय की प्रति सोमवार शाम को पहुंच गई।,0014,Hin,m
8,रेलवे बेंगलुरु के बाद अब चार और स्टेशनों पर यात्री सुविधाओंं को निजी हाथों में सौंपने की तैयारी कर रहा है।,0014,Hin,m
9,यहां की चट्टानों पर बनी पेंटिंग और जीवाश्मों की खुदाई से मिले प्रमाण बताते हैं कि यहां पानी था।,0014,Hin,m
10,फायटोप्लैंक्टन सूक्ष्म जीव होते हैं जो समुद्री जीवों के भोजन का काम करते हैं।,0014,Hin,m
11,एक दिन धृतराष्ट्र ने सोचा कि पांडवों के साथ रहते-रहते अब बहुत समय हो गया है।,0014,Hin,m
12,ओशियनोग्राफर अमला महादेवन का कहना है कि नई तरह से दी गई जानकारी जलवायु परिवर्तन और उसके खतरों को बताने में बेहतर है।,0014,Hin,m
13,बाद में इसे संयुक्त संसदीय समिति के पास भेजा गया।,0014,Hin,m
14,"मेष राशि वालों को काम करना होगा थोड़ा संभलकर, वृष राशि वाले दफ्तर या घर में कोई भी वादा करने से पहले विचार करें, मिथुन राशि वालों को मिलेगी मनचाही सफलता।",0014,Hin,m
15,यह कभी सूखा तो कभी हर-भरा हो जाता है।,0014,Hin,m
16,स्वास्थ्य विभाग की टीम ने वीकेआई इंडस्ट्रीयल एरिया में पांच जनवरी को कार्रवाई करते हुए तीन ब्रांड के नकली घी बरामद किए थे और इनके सैंपल जांच के लिए भेजा था।,0014,Hin,m
17,सोमवार को अधिकारी नियुक्ति प्रक्रिया को लेकर मंथन करते रहे।,0014,Hin,m
18,मनुष्य का मन बहुत ही चंचल होता है।,0014,Hin,m
19,इसमें गुर्जर आंदोलन की रोकथाम और समाधान पर चर्चा की गई।,0014,Hin,m
20,प्रत्येक भाग का सीरियल नंबर एक से बीस  तक था।,0014,Hin,m
21,कोहली आईसीसी के तीन इंडिविजुअल अवॉर्ड एक साथ जीतने वाले पहले क्रिकेटर हैं।,0014,Hin,m
22,सूर्य की किरणें हैं जिम्मेदार,0014,Hin,m
23,"मम्मी कल रक्षाबंधन है, भैया कब आएंगे?",0014,Hin,m
24,छः वर्षीय नन्ही ने बड़े लाड़-मनुहार से पूछा|  मां की आंखों में आंसू आ गए|,0014,Hin,m
25,"मां ने बरबस ही दांतों के नीचे होंठ दबा लिए, बड़ी मुश्किल से आवाज निकली, 'कैसे आ सकेगा बेटा! हमारे देश की सीमा पर पहरा दे रहा है वह|",0014,Hin,m
26,'नन्ही- 'तो क्या मैं इस बार भैया को राखी नहीं बांधूगी?',0014,Hin,m
27,"मां बोली, 'बांधोगी बेटा जरूर बांधोगी|",0014,Hin,m
28,"मां ने नन्ही को एक लिफाफा थमाया और कहा- 'इसमें अपनी राखी रखकर पोस्ट बॉक्स में डाल दो, फिर देखना रात तुम जब सो जाओगी, तब सपने में ये राखी तुम्हारे हाथमें होगी और बस, तुम अपने प्यारे भाई को यह राखी बांध देना|",0014,Hin,m
29,"नन्ही रुआंसी हो गई, 'तो क्या, मम्मी भैया सिर्फ एक दिन के लिए भी नहीं आ सकते? क्या उन्हें मुझसे राखी नहीं बंधवानी?'",0014,Hin,m
30,"मां बोली, 'बेटा तो नहीं आ सकेगा|",0014,Hin,m
31,तुम्हारे भाई जैसे सैनिकों पर ही तो देश की रक्षा की जिम्मेदारी है|,0014,Hin,m
32,पूरे देश को उस पर गर्व है|  मुझे भी है|,0014,Hin,m
33,"परंतु बेटा! अपने पत्र में तू कभी उसे आने का न कहना, क्योंकि तुम्हारे जैसी कितनी ही बहनें हैं, जो अपने भाई को राखी नहीं बांध पातीं|",0014,Hin,m
34,वो भी सपने में ही राखी बांधती हैं|,0014,Hin,m
35,"नन्ही को मां की बात समझ में आ गई, उसने अपनी गर्दन हां में हिलाकर स्वीकृति दे दी|",0014,Hin,m
36,"परंतु मां वहां और नहीं रुक सकी, दूसरे कमरे में वह फफक कर रो पड़ी|",0014,Hin,m
37,"वह नन्ही को कैसे बताए, उसका शहीद भाई उससे राखी बंधवाने अब कभी नहीं आ पाएगा|",0014,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0015,Hin,f
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0015,Hin,f
3,कन्नौज में आयोजित ई चौपाल कार्यक्रम में बोलते हुए अखिलेश यादव ने कहा कि कल समाजवादी पार्टी और बहुजन समाज पार्टी लखनऊ में प्रेस कॉन्फ्रेंस करने जा रहे हैं।,0015,Hin,f
4,इसके बाद ही जिले व नगर के कांग्रेस नेताओं ने विरोध शुरु कर दिया था।,0015,Hin,f
5,कहा जाता है कि उसी जगह पर भगवान पंचतत्व में ही विलीन हो गए।,0015,Hin,f
6,"आपके लिए कैसा रहेगा बुधवार जानिए, टैरो कार्ड रीडर भूमिका कलम से।",0015,Hin,f
7,धृतराष्ट्र व गांधारी के साथ विदुर व संजय ने वन जाने का निर्णय लिया।,0015,Hin,f
8,"एक ओर हर दिन मिलावटी खाने की चीजें पकड़ी जा रही हैं वहीं दूसरी ओर जिन संभावित गड़बड़ी चीजों के सैंपल लिए गए, वे भी फेल हो रहे हैं।",0015,Hin,f
9,"उनके पास एक बहुत ठोस तरीका है, जिस पर उन्हें विश्वास है।",0015,Hin,f
10,लोग भीष्म पितामह की मूर्ती पर पुष्प चढ़ते हैं और उन्हें नमन करते हैं।,0015,Hin,f
11,हमारे बीच किसी तरह का मतभेद नहीं है।,0015,Hin,f
12,इस स्थान पर एक परपल का पेड़ भी है जो करीब पाँच  हजार साल पुराना है और अभी तक हरा-भरा है।,0015,Hin,f
13,बाहर के अभ्यर्थियों को नहीं मिलेगा लाभ,0015,Hin,f
14,ऐसे पता लगाया गया,0015,Hin,f
15,इसी दिन को हम नर्मदा जयंती के रूप में मनाते हैं।,0015,Hin,f
16,मणिपुर में नागरिकता विधेयक के विरोध में हिंसा और उग्र हो गई।,0015,Hin,f
17,इससे पहले रीट-दो  हज़ार पन्द्रह  में चौदह  अंक बोनस के लिए गए और परीक्षा परिणाम अड़तालीस  फीसदी रहा।,0015,Hin,f
18,सामदेव कलाओं का प्रतीक है।,0015,Hin,f
19,मौसम विभाग के अनुसार अगले चौबीस   से अड़तालीस  घंटे के दौरान आंशिक बादल छा सकते हैं।,0015,Hin,f
20,"एक दिन युधिष्ठिर के मन में वन में रह रहे धृतराष्ट्र, गांधारी और कुंती को देखने की इच्छा हुई।",0015,Hin,f
21,"जानकारी के मुताबिक, विमान ने जोधपुर से उड़ान भरी थी।",0015,Hin,f
22,"जो रेंज होनी चाहिए, उससे बहुत अधिक मात्रा इस इस घी में थी।",0015,Hin,f
23,"एक बार की बात है, किसी जंगल में एक कौवा रहता था, वो बहुत ही खुश था, क्योंकि उसकी ज्यादा इच्छाएं नहीं थीं|",0015,Hin,f
24,"वह अपनी जिंदगी से संतुष्ट था, लेकिन एक बार उसने जंगल में किसी हंस को देख लिया और उसे देखते ही सोचने लगा कि ये प्राणी कितना सुन्दर है, ऐसा प्राणी तो मैंने पहले कभी नहीं देखा! इतना साफ और सफेद|",0015,Hin,f
25,"यह तो इस जंगल में औरों से बहुत सफेद और सुंदर है, इसलिए यह तो बहुत खुश रहता होगा|",0015,Hin,f
26,"कोवा हंस के पास गया और पूछा, भाई तुम इतने सुंदर हो, इसलिए तुम बहुत खुश होगे?",0015,Hin,f
27,"इस पर हंस ने जवाब दिया, हां मैं पहले बहुत खुश रहता था, जब तक मैंने तोते को नहीं देखा था|",0015,Hin,f
28,उसे देखने के बाद से लगता है कि तोता धरती का सबसे सुंदर प्राणी है|,0015,Hin,f
29,"हम दोनों के शरीर का तो एक ही रंग है लेकिन तोते के शरीर पर दो-दो रंग है, उसके गले में लाल रंग का घेरा और वो सूर्ख हरे रंग का था, सच में वो बेहद खूबसूरत था|",0015,Hin,f
30,"अब कौवे ने सोचा कि हंस तो तोते को सबसे सुंदर बता रहा है, तो फिर उसे देखना होगा|",0015,Hin,f
31,"कौवा तोते के पास गया और पूछा, भाई तुम दो-दो रंग पाकर बड़े खुश होगे?",0015,Hin,f
32,"इस पर तोते ने कहा, हां मैं तब तक खुश था जब तक मैंने मोर को नहीं देखा था|",0015,Hin,f
33,मेरे पास तो दो ही रंग हैं लेकिन मोर के शरीर पर तो कई तरह के रंग हैं|,0015,Hin,f
34,"अब कौवे ने सोचा सबसे ज्यादा खुश कौन है, यह तो मैं पता करके ही रहूंगा|",0015,Hin,f
35,इसलिए अब मोर से मिलना ही पड़ेगा|,0015,Hin,f
36,"कौए ने मोर को जंगल में ढूंढा लेकिन उसे पूरे जंगल में एक भी मोर नहीं मिला और मोर को ढूंढते-ढूंढते वह चिड़ियाघर में पहुंच गया, तो देखा मोर को देखने बहुत से लोग आए हुए हैं और उसके आसपास अच्छी खासी भीड़ है|",0015,Hin,f
37,"सब लोगों के जाने के बाद कौवे ने मोर से पूछा, भाई तुम दुनिया के सबसे सुंदर जीव हो और रंगबिरंगे हो, तुम्हारे साथ लोग फोटो खिंचवा रहे थे|",0015,Hin,f
38,तुम्हें तो बहुत अच्छा लगता होगा और तुम तो दुनिया के सबसे खुश जीव होगे?,0015,Hin,f
39,"इस पर मोर ने दुखी होते हुए कहा, भाई अगर सुंदर हूं तो भी क्या फर्क पड़ता है!",0015,Hin,f
40,"मुझे लोग इस चिड़ियाघर में कैद करके रखते हैं,",0015,Hin,f
41,लेकिन तुम्हें तो कोई चिड़ियाघर में कैद करके नहीं रखता और तुम जहां चाहो अपनी मर्जी से घूम-फिर सकते हो|,0015,Hin,f
42,"इसलिए दुनिया के सबसे संतुष्ट और खुश जीव तो तुम्हें होना चाहिए, क्योंकि तुम आज़ाद रहते हो|",0015,Hin,f
43,"कौवा हैरान रह गया, क्‍योंकि उसके जीवन की अहमियत कोई दूसरा बता गया|",0015,Hin,f
44,"दोस्तों, ऐसा ही हम लोग भी करते हैं|",0015,Hin,f
45,"हम अपनी खुशियों और गुणों की तुलना दूसरों से करते हैं, ऐसे लोगों से जिनका रहन-सहन का माहौल हमसे बिलकुल अलग होता है|",0015,Hin,f
46,"हमारी जिंदगी में बहुत सारी ऐसी चीज़ें होती हैं, जो केवल हमारे पास हैं, लेकिन हम उसकी अहमियत समझकर खुश नहीं होते|",0015,Hin,f
47,"लेकिन दूसरों की छोटी ख़ुशी भी हमें बड़ी लगती है, जबकि हम अपनी बड़ी खुशियों को इग्नोर कर देते हैं|",0015,Hin,f
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0016,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0016,Hin,m
3,वे न्यूजीलैंड के खिलाफ पांच वनडे की सीरीज में शुरुआती तीन मैच में ही खेले।,0016,Hin,m
4,जो यहां के लोगों में काफी प्रसिद्ध है।,0016,Hin,m
5,कलेक्टर ने रिपोर्ट संसदीय कार्य विभाग के प्रमुख सचिव को भेजी है।,0016,Hin,m
6,"युद्ध में मारे गए जितने भी वीर हैं, उन्हें आज रात तुम सभी देख पाओगे।",0016,Hin,m
7,मुंडमाला इस बात का प्रतीक है कि शिव ने मृत्यु को वश में किया हुआ है।,0016,Hin,m
8,"वहीं, उत्तराखंड के रुड़की और हरिद्वार में बत्तीस  लोगों की मौत हुई है।",0016,Hin,m
